NC_004629.1,PseudomonasphagephiKZ,2.00E-14,86
NC_023579.1,ErwiniaphageEa9-2,4.00E-09,87
NC_026928.1,SynechococcusphageACG-2014eisolateSyn7803C2,2.00E-08,88
Query=PC18521,,,89
NC_005856.1,EnterobacteriaphageP1,2.00E-65,90
Query=PC18850,,,91
NC_019929.1,ErwiniaphagephiEaH2,8.00E-08,92
Query=PC18954,,,93
NC_027368.1,VibriophagePV94,8.00E-08,94
Query=PC18996,,,95
NC_021073.1,Vibriophagehenriette12B8,6.00E-13,96
Query=PC19279,,,97
NC_015274.1,StreptococcusphageDp-1,4.00E-21,98
Query=PC19340,,,99
NC_028268.1,Aeropyrumpernixspindle-shapedvirus1,0,100
Query=PC20418,,,101
NC_008562.1,MicrocystisphageMa-LMM01DNA,5.00E-07,102
Query=PC20439,,,103
NC_023719.1,BacillusphageG,8.00E-06,104
Query=PC20491,,,105
NC_016564.1,PlanktothrixphagePaV-LD,3.00E-06,106
Query=PC22052,,,107
NC_016761.1,SalmonellaphageSPN1S,7.00E-13,108
NC_005357.1,BordetellaphageBPP-1,1.00E-10,109
NC_023575.1,PseudomonasphagevB_PaeP_Tr60_Ab31,8.00E-06,110
Query=PC22764,,,111
NC_019401.1,CronobacterphagevB_CsaM_GAP32,1.00E-06,112
Query=PC23080,,,113
NC_004313.1,SalmonellaphageST64B,2.00E-17,114
Query=PC24048,,,115
NC_002671.1,LactococcusprophagebIL312,3.00E-42,116
Query=PC24566,,,117
NC_015282.1,SynechococcusphageS-SM1,8.00E-11,118
NC_006820.1,SynechococcusphageS-PM2,3.00E-10,119
NC_020837.1,SynechococcusphageS-CAM1genomicsequence,3.00E-09,120
Query=PC24686,,,121
NC_004914.3,Stx2convertingphageIIDNA,5.00E-09,122
NC_004913.3,Stx1convertingphageDNA,5.00E-09,123
NC_011357.1,Stx2-convertingphage1717,5.00E-09,124
Query=PC25433,,,125
NC_004629.1,PseudomonasphagephiKZ,4.00E-09,126
NC_004629.1,PseudomonasphagephiKZ,4.00E-09,127
NC_026928.1,SynechococcusphageACG-2014eisolateSyn7803C2,6.00E-07,128
Query=PC26261,,,129
NC_010821.1,Pseudomonasphage201phi2-1,2.00E-09,130
NC_010821.1,Pseudomonasphage201phi2-1,2.00E-09,131
NC_020842.1,CellulophagaphagephiSTgenomicsequence62.6,9.00E-09,132
Query=PC28813,,,133
NC_016564.1,PlanktothrixphagePaV-LD,5.00E-08,134
Query=PC29141,,,135
NC_021344.2,EscherichiaphageLw1,5.00E-10,136
Query=PC29196,,,137
NC_023703.1,MycobacteriumphageDori,5.00E-06,138
Query=PC29676,,,139
NC_027368.1,VibriophagePV94,6.00E-45,140
Query=PC30481,,,141
NC_020866.1,RhodovulumphageRS1genomicsequence,2.00E-20,142
Query=PC32116,,,143
NC_015253.1,BrochothrixphageA9,1.00E-07,144
Query=PC32448,,,145
NC_021348.1,MycobacteriumphageArcherS7,6.00E-07,146
Query=PC32757,,,147
NC_019401.1,CronobacterphagevB_CsaM_GAP32,2.00E-17,148
NC_002484.2,BacteriophageD3,4.00E-12,149
NC_016765.1,PseudomonasphagevB_PaeS_PMG1,4.00E-12,150
Query=PC34488,,,151
NC_006953.1,ListonellaphagephiHSIC,2.00E-06,152
Query=PC34499,,,153
NC_005841.1,EnterobacteriaphageST104DNA,5.00E-13,154
Query=PC34589,,,155
NC_004813.1,EnterobacteriaphageBP-4795,2.00E-06,156
NC_004914.3,Stx2convertingphageIIDNA,7.00E-06,157
NC_011357.1,Stx2-convertingphage1717,7.00E-06,158
Query=PC34922,,,159
NC_023503.1,Streptococcusphage20617completeprophagegenome,2.00E-38,160
Query=PC35030,,,161
NC_005856.1,EnterobacteriaphageP1,1.00E-28,162
NC_024369.2,VibriophageX29,1.00E-21,163
NC_020841.1,PsychrobacterphagepOW20-Agenomicsequence,3.00E-17,164
Query=PC35603,,,165
NC_020079.1,EscherichiaphagephAPEC8,2.00E-19,166
Query=PC36205,,,167
NC_016571.1,PseudomonasphageOBP,4.00E-08,168
Query=PC36480,,,169
NC_006552.1,PseudomonasphageF116,9.00E-07,170
Query=PC37113,,,171
NC_023719.1,BacillusphageG,9.00E-08,172
Query=PC37336,,,173
NC_009819.1,StreptococcusphageP9,2.00E-12,174
Query=PC37423,,,175
NC_021781.2,ListeriaphageLP-125,5.00E-08,176
Query=PC37558,,,177
NC_019507.1,CampylobacterphageCP21,2.00E-16,178
NC_021346.1,MycobacteriumphageGizmo,1.00E-11,179
NC_020851.1,SynechococcusphageS-SKS1genomicsequence,1.00E-11,180
Query=PC38150,,,181
NC_015279.1,SynechococcusphageS-SM2,9.00E-11,182
Query=PC38591,,,183
NC_023747.1,MycobacteriumphageBarrelRoll,6.00E-14,184
Query=PC38743,,,185
NC_001609.1,EnterobacteriaphageP4,4.00E-44,186
Query=PC39276,,,187
NC_011373.1,PseudomonasphagePAJU2,5.00E-26,188
Query=PC40080,,,189
NC_023719.1,BacillusphageG,5.00E-12,190
Query=PC40274,,,191
NC_021781.2,ListeriaphageLP-125,1.00E-06,192
Query=PC40359,,,193
NC_027368.1,VibriophagePV94,4.00E-53,194
NC_003313.1,VibriophageK139,4.00E-41,195
NC_023588.1,StenotrophomonasphageSmp131,5.00E-14,196
Query=PC41320,,,197
NC_026598.1,MycobacteriumphageMilly,1.00E-05,198
Query=PC42142,,,199
NC_023503.1,Streptococcusphage20617completeprophagegenome,4.00E-06,200
Query=PC42238,,,201
NC_019921.1,Staphylococcusphagephi5967PVLDNA,3.00E-06,202
Query=PC42239,,,203
NC_021540.1,VibriophageJA-1,2.00E-12,204
Query=PC42652,,,205
NC_004629.1,PseudomonasphagephiKZ,3.00E-14,206
NC_023579.1,ErwiniaphageEa9-2,8.00E-09,207
NC_026928.1,SynechococcusphageACG-2014eisolateSyn7803C2,3.00E-08,208
Query=PC43300,,,209
NC_013650.1,MycobacteriumphageET08,3.00E-08,210
Query=PC43428,,,211
NC_019401.1,CronobacterphagevB_CsaM_GAP32,1.00E-06,212
Query=PC43597,,,213
NC_011357.1,Stx2-convertingphage1717,9.00E-30,214
Query=PC43627,,,215
NC_004629.1,PseudomonasphagephiKZ,6.00E-12,216
NC_023688.1,AeromonasphagePX29,9.00E-10,217
NC_026928.1,SynechococcusphageACG-2014eisolateSyn7803C2,5.00E-07,218
Query=PC43942,,,219
NC_022096.1,PseudomonasphagePaBG,4.00E-21,220
NC_022096.1,PseudomonasphagePaBG,4.00E-21,221
NC_019526.1,EnterobacteriaphagevB_KleM-RaK2,2.00E-18,222
Query=PC44090,,,223
NC_021342.2,EdwardsiellaphagePEi21,6.00E-06,224
Query=PC44455,,,225
NC_015279.1,SynechococcusphageS-SM2,2.00E-123,226
NC_015282.1,SynechococcusphageS-SM1,2.00E-122,227
NC_026927.1,SynechococcusphageACG-2014fisolateSyn7803C90,5.00E-117,228
NC_013085.1,SynechococcusphageS-RSM4,5.00E-117,229
NC_021536.1,SynechococcusphageS-IOM18genomicsequence,6.00E-116,230
Query=PC44540,,,231
NC_009603.1,MicrobacteriumphageMin1,5.00E-54,232
Query=PC44643,,,233
NC_006820.1,SynechococcusphageS-PM2,1.00E-14,234
Query=PC44903,,,235
NC_023503.1,Streptococcusphage20617completeprophagegenome,2.00E-15,236
Query=PC45690,,,237
NC_022331.2,MycobacteriumphageBane1,6.00E-06,238
Query=PC46367,,,239
NC_003315.1,HaemophilusphageHP2,2.00E-18,240
Query=PC46380,,,241
NC_010391.1,SalmonellaphageFels-1,2.00E-16,242
Query=PC46541,,,243
NC_018860.1,BacillusphageBCP78,2.00E-08,244
Query=PC46721,,,245
NC_019406.1,CaulobacterphageCcrColossus,5.00E-14,246
Query=PC47229,,,247
NC_002628.3,MethanothermobacterwolfeiiprophagepsiM100,2.00E-06,248
Query=PC47283,,,249
NC_021531.1,CronobacterphageCR5,6.00E-38,250
Query=PC48233,,,251
NC_001331.1,PseudomonasphagePf1,1.00E-27,252
Query=PC49077,,,253
NC_005856.1,EnterobacteriaphageP1,2.00E-35,254
Query=PC49166,,,255
NC_021867.1,Flavobacteriumphage6H,2.00E-131,256
Query=PC49718,,,257
NC_021304.1,StreptomycesphageSujidade,2.00E-14,258
Query=PC49884,,,259
NC_019445.1,EscherichiaphageTL-2011b,3.00E-19,260
NC_016571.1,PseudomonasphageOBP,2.00E-16,261
NC_020859.1,SynechococcusphageS-RIM2R1_1999,6.00E-16,262
NC_020859.1,SynechococcusphageS-RIM2R1_1999,6.00E-16,263
NC_026924.1,SynechococcusphageACG-2014gisolateSyn7803US105,2.00E-14,264
Query=PC50263,,,265
NC_019529.1,VibriophagepVp-1,1.00E-14,266
Query=PC50871,,,267
NC_008689.1,StaphylococcusphagephiPVL108,2.00E-23,268
Query=PC51167,,,269
NC_005260.1,AeromonasphageAeh1,1.00E-12,270
NC_023688.1,AeromonasphagePX29,1.00E-12,271
NC_019401.1,CronobacterphagevB_CsaM_GAP32,2.00E-11,272
Query=PC51459,,,273
NC_021063.1,MycobacteriumphagevB_MapS_FF47,4.00E-08,274
Query=PC52298,,,275
NC_017975.1,HalocynthiaphageJM-2012,2.00E-12,276
Query=PC52435,,,277
NC_027368.1,VibriophagePV94,7.00E-13,278
Query=PC53229,,,279
NC_020842.1,CellulophagaphagephiSTgenomicsequence69.8,6.00E-11,280
Query=PC53676,,,281
NC_025830.1,EscherichiaphageAv-05,2.00E-19,282
NC_024354.1,CronobacterphageCR8,5.00E-07,283
NC_019526.1,EnterobacteriaphagevB_KleM-RaK2,5.00E-07,284
Query=PC54214,,,285
NC_003315.1,HaemophilusphageHP2,5.00E-22,286
Query=PC54697,,,287
NC_021857.1,ShigellaphageSfII,2.00E-72,288
Query=PC54856,,,289
NC_019522.1,PectobacteriumphageZF40,1.00E-17,290
Query=PC55011,,,291
NC_019708.1,EnterobacteriaphagemEp235,3.00E-84,292
NC_002484.2,BacteriophageD3,1.00E-39,293
NC_016765.1,PseudomonasphagevB_PaeS_PMG1,1.00E-39,294
Query=PC56077,,,295
NC_004629.1,PseudomonasphagephiKZ,1.00E-14,296
NC_019929.1,ErwiniaphagephiEaH2,2.00E-12,297
NC_026928.1,SynechococcusphageACG-2014eisolateSyn7803C2,3.00E-09,298
Query=PC56101,,,299
NC_019522.1,PectobacteriumphageZF40,6.00E-26,300
Query=PC56122,,,301
NC_023602.1,Mycobacteriumphage32HC,1.00E-14,302
Query=PC56201,,,303
NC_004629.1,PseudomonasphagephiKZ,4.00E-15,304
Query=PC57348,,,305
NC_021335.1,HalovirusHRTV-7,3.00E-07,306
Query=PC58398,,,307
NC_023719.1,BacillusphageG,3.00E-14,308
Query=PC58864,,,309
NC_018279.1,SalmonellaphagevB_SosS_Oslo,1.00E-08,310
Query=PC59437,,,311
NC_009514.1,PhagecdtIDNA,6.00E-15,312
Query=PC59570,,,313
NC_010106.1,EnterobacteriaphagephiEcoM-GJ1,6.00E-26,314
Query=PC60054,,,315
NC_021806.1,Cellulophagaphagephi14:2,2.00E-12,316
Query=PC60259,,,317
NC_011357.1,Stx2-convertingphage1717,3.00E-07,318
Query=PC60737,,,319
NC_015265.1,BurkholderiaphageKS5,8.00E-08,320
Query=PC61419,,,321
NC_023719.1,BacillusphageG,4.00E-13,322
NC_008296.2,Synechococcusphagesyn9,3.00E-09,323
NC_019813.1,PseudomonasphagevB_PaeP_p2-10_Or1,3.00E-09,324
NC_007022.1,Aeromonasphage31,3.00E-09,325
NC_004466.2,PseudomonasaeruginosaphagePaP3,3.00E-09,326
Query=PC62910,,,327
NC_021072.1,CyanophageSyn30genomicsequence61.7,2.00E-08,328
Query=PC63013,,,329
NC_018843.1,SalmonellaphageSSU5,1.00E-40,330
Query=PC63051,,,331
NC_027368.1,VibriophagePV94,2.00E-20,332
Query=PC63350,,,333
NC_009542.2,AeromonasphagephiO18P,0,334
Query=PC63472,,,335
NC_023693.1,Enterobacteriaphagephi92,2.00E-11,336
Query=PC63725,,,337
NC_018846.1,EscherichiaphageP13374,3.00E-16,338
Query=PC63779,,,339
NC_016158.1,EscherichiaphageHK639,1.00E-11,340
Query=PC64093,,,341
NC_022750.1,EnterobacteriaphagefiAA91-ss,4.00E-56,342
Query=PC64376,,,343
NC_011373.1,PseudomonasphagePAJU2,3.00E-27,344
Query=PC65181,,,345
NC_016899.1,Thermococcusprieuriivirus1,2.00E-16,346
NC_005265.1,Sulfolobusvirus2,2.00E-10,347
NC_009986.1,Sulfolobusspindle-shapedvirus4,1.00E-06,348
Query=PC65652,,,349
NC_022747.1,VibriophageVPUSM8,1.00E-08,350
Query=PC65809,,,351
NC_021349.1,MycobacteriumphageAstraea,3.00E-43,352
Query=PC66126,,,353
NC_011290.1,MycobacteriumphageGumball,2.00E-09,354
Query=PC66299,,,355
NC_010811.2,RalstoniaphageRSL1,2.00E-10,356
Query=PC66584,,,357
NC_005882.1,BurkholderiacenocepaciaphageBcepMu,7.00E-06,358
Query=PC66592,,,359
NC_020837.1,SynechococcusphageS-CAM1genomicsequence,6.00E-16,360
NC_015286.1,SynechococcusphageSyn19,7.00E-15,361
NC_021536.1,SynechococcusphageS-IOM18genomicsequence,2.00E-14,362
NC_020859.1,SynechococcusphageS-RIM2R1_1999,2.00E-10,363
NC_026924.1,SynechococcusphageACG-2014gisolateSyn7803US105,7.00E-09,364
Query=PC66840,,,365
NC_015251.1,Aeromonasphage65,2.00E-08,366
Query=PC67601,,,367
NC_005344.1,EnterobacteriaphageSf6,4.00E-11,368
NC_021857.1,ShigellaphageSfII,2.00E-09,369
NC_009235.2,Burkholderiaphagephi644-2chromosome,3.00E-07,370
Query=PC67867,,,371
NC_021348.1,MycobacteriumphageArcherS7,1.00E-10,372
Query=PC68506,,,373
NC_022749.1,ShigellaphageSfIV,6.00E-35,374
Query=PC68684,,,375
NC_019401.1,CronobacterphagevB_CsaM_GAP32,8.00E-07,376
Query=PC68781,,,377
NC_003444.1,EnterobacteriaphageSfV,5.00E-07,378
Query=PC69467,,,379
NC_017974.1,CronobacterphageCR3,1.00E-21,380
Query=PC69582,,,381
NC_001609.1,EnterobacteriaphageP4,3.00E-35,382
Query=PC69808,,,383
NC_010355.1,AzospirillumphageCd,2.00E-12,384
Query=PC69825,,,385
NC_021339.1,StreptomycesphageZemlya,2.00E-09,386
Query=PC70809,,,387
NC_016564.1,PlanktothrixphagePaV-LD,7.00E-50,388
Query=PC71473,,,389
NC_009821.1,EnterobacteriaphagePhi1,8.00E-13,390
Query=PC71552,,,391
NC_019929.1,ErwiniaphagephiEaH2,3.00E-16,392
NC_019929.1,ErwiniaphagephiEaH2,3.00E-16,393
NC_020851.1,SynechococcusphageS-SKS1genomicsequence,1.00E-14,394
Query=PC71611,,,395
NC_022071.1,MycobacteriumphageCrossroads,5.00E-10,396
Query=PC71678,,,397
NC_007048.1,Staphylococcusphage69,5.00E-72,398
Query=PC71853,,,399
NC_018855.1,EnterobacteriaphageHX01,3.00E-11,400
Query=PC72779,,,401
NC_022918.1,StaphylococcusphageS25-4DNA,6.00E-07,402
Query=PC73308,,,403
NC_004629.1,PseudomonasphagephiKZ,1.00E-14,404
NC_023579.1,ErwiniaphageEa9-2,4.00E-09,405
NC_026928.1,SynechococcusphageACG-2014eisolateSyn7803C2,1.00E-08,406
Query=PC74748,,,407
NC_001884.1,BacillusphageSPBc2,8.00E-69,408
Query=PC75444,,,409
NC_021794.1,Cellulophagaphagephi18:3,6.00E-61,410
Query=PC75767,,,411
NC_006883.2,ProchlorococcusphageP-SSM2,1.00E-42,412
NC_006883.2,ProchlorococcusphageP-SSM2,1.00E-42,413
NC_026927.1,SynechococcusphageACG-2014fisolateSyn7803C90,3.00E-19,414
Query=PC77105,,,415
NC_022067.1,MycobacteriumphageWanda,1.00E-29,416
Query=PC77789,,,417
NC_002484.2,BacteriophageD3,2.00E-06,418
NC_002484.2,BacteriophageD3,2.00E-06,419
NC_016765.1,PseudomonasphagevB_PaeS_PMG1,2.00E-06,420
Query=PC78396,,,421
NC_006552.1,PseudomonasphageF116,7.00E-06,422
Query=PC78513,,,423
NC_021344.2,EscherichiaphageLw1,4.00E-12,424
NC_021344.2,EscherichiaphageLw1,4.00E-12,425
NC_019398.1,CronobacterphagevB_CsaM_GAP161,4.00E-12,426
Query=PC79293,,,427
NC_006565.1,LactobacillusphageLP65,1.00E-17,428
NC_015282.1,SynechococcusphageS-SM1,2.00E-14,429
NC_026924.1,SynechococcusphageACG-2014gisolateSyn7803US105,2.00E-14,430
Query=PC79844,,,431
NC_021862.1,RalstoniaphageRSS30DNA,8.00E-18,432
Query=PC80167,,,433
NC_004629.1,PseudomonasphagephiKZ,2.00E-14,434
NC_023579.1,ErwiniaphageEa9-2,2.00E-12,435
NC_026928.1,SynechococcusphageACG-2014eisolateSyn7803C2,1.00E-10,436
Query=PC80824,,,437
NC_020855.1,CyanophageP-RSM6genomicsequence,3.00E-11,438
Query=PC82814,,,439
NC_027353.1,YersiniaphagephiD1,1.00E-30,440
NC_027353.1,YersiniaphagephiD1,1.00E-30,441
NC_019399.1,EnterobacteriaphagevB_EcoM_ACG-C40,1.00E-30,442
NC_008515.1,BacteriophageRB32,1.00E-30,443
NC_024139.1,EscherichiaphagevB_EcoS_FFH1,1.00E-30,444
Query=PC83462,,,445
NC_023719.1,BacillusphageG,2.00E-10,446
NC_023719.1,BacillusphageG,2.00E-10,447
NC_023007.1,BacillusphagevB_BanS-Tsamsa,6.00E-10,448
Query=PC83699,,,449
NC_009235.2,Burkholderiaphagephi644-2chromosome,3.00E-11,450
Query=PC84538,,,451
NC_022331.2,MycobacteriumphageBane1,9.00E-06,452
Query=PC85254,,,453
NC_027368.1,VibriophagePV94,6.00E-06,454
Query=PC85760,,,455
NC_022096.1,PseudomonasphagePaBG,1.00E-15,456
Query=PC86480,,,457
NC_020158.1,HalovirusHVTV-1,9.00E-07,458
Query=PC86715,,,459
NC_004456.1,VibriophageVHML,3.00E-07,460
Query=PC87375,,,461
NC_022749.1,ShigellaphageSfIV,9.00E-21,462
Query=PC87394,,,463
NC_002671.1,LactococcusprophagebIL312,5.00E-10,464
Query=PC87686,,,465
NC_022096.1,PseudomonasphagePaBG,1.00E-20,466
Query=PC87963,,,467
NC_016158.1,EscherichiaphageHK639,6.00E-09,468
Query=PC88177,,,469
NC_003444.1,EnterobacteriaphageSfV,1.00E-46,470
Query=PC88180,,,471
NC_021304.1,StreptomycesphageSujidade,2.00E-07,472
Query=PC88714,,,473
NC_009760.1,Bacillusphage0305phi8-36,1.00E-15,474
Query=PC89498,,,475
NC_011291.1,MycobacteriumphageBrujita,3.00E-07,476
Query=PC89557,,,477
NC_023719.1,BacillusphageG,2.00E-24,478
Query=PC90641,,,479
NC_023719.1,BacillusphageG,4.00E-15,480
Query=PC91290,,,481
NC_021321.1,HalovirusHRTV-8,3.00E-10,482
Query=PC91586,,,483
NC_020482.1,PelagibacterphageHTVC011P,2.00E-08,484
NC_016163.1,YersiniaphagephiR1-37,4.00E-06,485
NC_026928.1,SynechococcusphageACG-2014eisolateSyn7803C2,4.00E-06,486
Query=PC92890,,,487
NC_016071.1,SalmonellaphagePVP-SE1,4.00E-13,488
Query=PC94390,,,489
NC_018279.1,SalmonellaphagevB_SosS_Oslo,2.00E-07,490
Query=PC94480,,,491
NC_021536.1,SynechococcusphageS-IOM18genomicsequence,2.00E-13,492
Query=PC94557,,,493
NC_019522.1,PectobacteriumphageZF40,2.00E-17,494
Query=PC95203,,,495
NC_019401.1,CronobacterphagevB_CsaM_GAP32,3.00E-10,496
Query=PC95281,,,497
NC_021306.2,MycobacteriumphageDumbo,7.00E-24,498
Query=PC95565,,,499
NC_023719.1,BacillusphageG,1.00E-08,500
Query=PC95861,,,501
NC_019399.1,EnterobacteriaphagevB_EcoM_ACG-C40,1.00E-11,502
Query=PC96665,,,503
NC_011269.2,MycobacteriumphageScottMcG,5.00E-06,504
Query=PC97059,,,505
NC_019522.1,PectobacteriumphageZF40,3.00E-37,506
Query=PC97499,,,507
NC_025447.1,Escherichiaphage121Q,2.00E-15,508
Query=PC98488,,,509
NC_019401.1,CronobacterphagevB_CsaM_GAP32,1.00E-08,510
Query=PC98615,,,511
NC_022096.1,PseudomonasphagePaBG,8.00E-13,512
NC_019529.1,VibriophagepVp-1,2.00E-07,513
NC_020862.2,SulfitobacterphagephiCB2047-Bgenomicsequence55.4,7.00E-07,514
Query=PC99037,,,515
NC_021339.1,StreptomycesphageZemlya,2.00E-16,516
Query=PC101023,,,517
NC_019505.1,EscherichiaphagewV7,9.00E-10,518
Query=PC101611,,,519
NC_016761.1,SalmonellaphageSPN1S,2.00E-10,520
Query=PC101730,,,521
NC_020859.1,SynechococcusphageS-RIM2R1_1999,5.00E-14,522
NC_005856.1,EnterobacteriaphageP1,2.00E-12,523
NC_020837.1,SynechococcusphageS-CAM1genomicsequence,2.00E-11,524
Query=PC101930,,,525
NC_020841.1,PsychrobacterphagepOW20-Agenomicsequence,5.00E-06,526
Query=PC101998,,,527
NC_003315.1,HaemophilusphageHP2,4.00E-08,528
Query=PC102350,,,529
NC_021070.1,Vibriophagemartha12B12genomicsequence,4.00E-12,530
Query=PC102710,,,531
NC_018088.1,Colwelliaphage9A,2.00E-14,532
Query=PC102813,,,533
NC_020416.1,SalmonellaphageS16,6.00E-07,534
Query=PC103194,,,535
NC_019401.1,CronobacterphagevB_CsaM_GAP32,1.00E-24,536
NC_025447.1,Escherichiaphage121Q,1.00E-11,537
NC_019526.1,EnterobacteriaphagevB_KleM-RaK2,6.00E-10,538
Query=PC103654,,,539
NC_016650.1,RhodococcusphageRGL3,2.00E-11,540
Query=PC103878,,,541
NC_015287.1,SynechococcusphageS-SSM7,4.00E-59,542
NC_015287.1,SynechococcusphageS-SSM7,4.00E-59,543
NC_021559.1,ProchlorococcusphageP-SSM3genomicsequence,4.00E-52,544
Query=PC104171,,,545
NC_019401.1,CronobacterphagevB_CsaM_GAP32,6.00E-06,546
Query=PC104957,,,547
NC_001332.1,EnterobacteriaphageI2-2,2.00E-48,548
Query=PC105816,,,549
NC_024216.1,BacillusphageCAM003,2.00E-15,550
Query=PC106696,,,551
NC_010106.1,EnterobacteriaphagephiEcoM-GJ1,2.00E-75,552
Query=PC106704,,,553
NC_023719.1,BacillusphageG,2.00E-12,554
Query=PC107699,,,555
NC_004914.3,Stx2convertingphageIIDNA,4.00E-11,556
NC_004913.3,Stx1convertingphageDNA,4.00E-11,557
NC_011357.1,Stx2-convertingphage1717,4.00E-11,558
Query=PC108086,,,559
NC_019401.1,CronobacterphagevB_CsaM_GAP32,6.00E-24,560
Query=PC108386,,,561
NC_019401.1,CronobacterphagevB_CsaM_GAP32,1.00E-16,562
NC_013650.1,MycobacteriumphageET08,3.00E-12,563
NC_021536.1,SynechococcusphageS-IOM18genomicsequence,3.00E-11,564
NC_015279.1,SynechococcusphageS-SM2,3.00E-11,565
NC_020837.1,SynechococcusphageS-CAM1genomicsequence,1.00E-10,566
Query=PC110298,,,567
NC_019401.1,CronobacterphagevB_CsaM_GAP32,1.00E-08,568
Query=PC110494,,,569
NC_021073.1,Vibriophagehenriette12B8,7.00E-11,570
Query=PC110653,,,571
NC_025462.1,AcinetobacterphagevB_AbaM_Acibel004,9.00E-23,572
Query=PC111543,,,573
NC_005344.1,EnterobacteriaphageSf6,3.00E-33,574
Query=PC111663,,,575
NC_006883.2,ProchlorococcusphageP-SSM2,3.00E-07,576
Query=PC111767,,,577
NC_011273.1,MycobacteriumphageMyrna,1.00E-09,578
Query=PC112742,,,579
NC_003315.1,HaemophilusphageHP2,1.00E-08,580
Query=PC112842,,,581
NC_005260.1,AeromonasphageAeh1,6.00E-13,582
NC_023688.1,AeromonasphagePX29,6.00E-13,583
NC_019401.1,CronobacterphagevB_CsaM_GAP32,4.00E-09,584
Query=PC112912,,,585
