NC_019505.1,EscherichiaphagewV7,3.00E-14,62
Query=110,,,63
NC_021073.1,Vibriophagehenriette12B8,2.00E-177,64
NC_023557.1,ErwiniaphageEa35-70,2.00E-119,65
NC_010106.1,EnterobacteriaphagephiEcoM-GJ1,7.00E-119,66
Query=112,,,67
NC_002671.1,LactococcusprophagebIL312,4.00E-08,68
Query=117,,,69
NC_024369.2,VibriophageX29,1.00E-35,70
NC_019538.1,AeromonasphageCC2,2.00E-14,71
NC_011357.1,Stx2-convertingphage1717,7.00E-14,72
Query=118,,,73
NC_005856.1,EnterobacteriaphageP1,3.00E-97,74
Query=134,,,75
NC_002014.1,EnterobacteriaphageIke,4.00E-06,76
Query=140,,,77
NC_002014.1,EnterobacteriaphageIke,4.00E-06,78
Query=149,,,79
NC_002014.1,EnterobacteriaphageIke,4.00E-06,80
Query=151,,,81
NC_002014.1,EnterobacteriaphageIke,4.00E-06,82
Query=168,,,83
NC_002014.1,EnterobacteriaphageIke,4.00E-06,84
Query=170,,,85
NC_002014.1,EnterobacteriaphageIke,4.00E-06,86
Query=184,,,87
NC_002014.1,EnterobacteriaphageIke,4.00E-06,88
Query=209,,,89
NC_023719.1,BacillusphageG,1.00E-59,90
NC_023719.1,BacillusphageG,1.00E-59,91
NC_015284.1,ProchlorococcusphageP-HM2,3.00E-36,92
NC_020845.1,CyanophageMED4-213,8.00E-30,93
NC_019401.1,CronobacterphagevB_CsaM_GAP32,3.00E-17,94
NC_019401.1,CronobacterphagevB_CsaM_GAP32,3.00E-17,95
NC_023503.1,Streptococcusphage20617completeprophagegenome,3.00E-16,96
NC_007022.1,Aeromonasphage31,4.00E-15,97
NC_025431.1,MesorhizobiumphagevB_MloP_Lo5R7ANS,5.00E-14,98
Query=217,,,99
NC_020845.1,CyanophageMED4-213,6.00E-27,100
Query=219,,,101
NC_020841.1,PsychrobacterphagepOW20-Agenomicsequence,4.00E-29,102
Query=227,,,103
NC_004914.3,Stx2convertingphageIIDNA,6.00E-07,104
NC_004914.3,Stx2convertingphageIIDNA,6.00E-07,105
NC_011357.1,Stx2-convertingphage1717,6.00E-07,106
Query=232,,,107
NC_014636.1,AeromonasphagephiAS5,5.00E-12,108
Query=233,,,109
NC_022096.1,PseudomonasphagePaBG,6.00E-15,110
NC_023717.1,CronobacterphageCR9,3.00E-13,111
NC_020873.1,BacilluscereusbacteriophagevB_BceM_Bc431v3,9.00E-13,112
Query=236,,,113
NC_021073.1,Vibriophagehenriette12B8,2.00E-129,114
NC_023557.1,ErwiniaphageEa35-70,5.00E-112,115
NC_010106.1,EnterobacteriaphagephiEcoM-GJ1,2.00E-104,116
Query=241,,,117
NC_022052.1,MycobacteriumphageWhirlwind,8.00E-12,118
NC_024794.1,EscherichiaphagevB_EcoM_PhAPEC2,2.00E-07,119
NC_020862.2,SulfitobacterphagephiCB2047-Bgenomicsequence62.6,2.00E-07,120
Query=243,,,121
NC_015251.1,Aeromonasphage65,1.00E-07,122
Query=245,,,123
NC_023503.1,Streptococcusphage20617completeprophagegenome,2.00E-34,124
Query=248,,,125
NC_023581.1,AcinetobacterphagePresley,5.00E-28,126
Query=249,,,127
NC_025447.1,Escherichiaphage121Q,2.00E-21,128
NC_023719.1,BacillusphageG,1.00E-16,129
NC_019401.1,CronobacterphagevB_CsaM_GAP32,8.00E-14,130
Query=254,,,131
NC_021536.1,SynechococcusphageS-IOM18genomicsequence,3.00E-07,132
Query=260,,,133
NC_015273.1,BurkholderiaphageKS14,2.00E-26,134
NC_015273.1,BurkholderiaphageKS14,2.00E-26,135
NC_009236.1,BurkholderiaphagephiE12-2chromosome,8.00E-26,136
Query=263,,,137
NC_015719.1,EnterobacteriaphageK30,3.00E-11,138
Query=267,,,139
NC_015719.1,EnterobacteriaphageK30,2.00E-11,140
Query=271,,,141
NC_015719.1,EnterobacteriaphageK30,3.00E-11,142
Query=284,,,143
NC_015719.1,EnterobacteriaphageK30,2.00E-11,144
Query=289,,,145
NC_019405.1,CaulobacterphagephiCbK,9.00E-09,146
Query=290,,,147
NC_015273.1,BurkholderiaphageKS14,5.00E-17,148
Query=293,,,149
NC_015273.1,BurkholderiaphageKS14,5.00E-17,150
Query=294,,,151
NC_015273.1,BurkholderiaphageKS14,2.00E-26,152
NC_015273.1,BurkholderiaphageKS14,2.00E-26,153
NC_009236.1,BurkholderiaphagephiE12-2chromosome,8.00E-26,154
Query=296,,,155
NC_019405.1,CaulobacterphagephiCbK,9.00E-09,156
Query=298,,,157
NC_015273.1,BurkholderiaphageKS14,5.00E-17,158
Query=299,,,159
NC_019405.1,CaulobacterphagephiCbK,9.00E-09,160
Query=305,,,161
NC_019405.1,CaulobacterphagephiCbK,9.00E-09,162
Query=306,,,163
NC_015273.1,BurkholderiaphageKS14,5.00E-17,164
Query=312,,,165
NC_015719.1,EnterobacteriaphageK30,3.00E-11,166
Query=324,,,167
NC_015273.1,BurkholderiaphageKS14,5.00E-17,168
Query=325,,,169
NC_015273.1,BurkholderiaphageKS14,2.00E-26,170
NC_015273.1,BurkholderiaphageKS14,2.00E-26,171
NC_009236.1,BurkholderiaphagephiE12-2chromosome,8.00E-26,172
Query=327,,,173
NC_015273.1,BurkholderiaphageKS14,5.00E-17,174
Query=337,,,175
NC_019405.1,CaulobacterphagephiCbK,9.00E-09,176
Query=352,,,177
NC_002671.1,LactococcusprophagebIL312,8.00E-20,178
Query=437,,,179
NC_005135.1,Aeromonasphage44RR2.8t,1.00E-15,180
NC_007022.1,Aeromonasphage31,1.00E-15,181
NC_008562.1,MicrocystisphageMa-LMM01DNA,8.00E-11,182
NC_005083.2,VibriophageKVP40,1.00E-09,183
NC_023503.1,Streptococcusphage20617completeprophagegenome,3.00E-09,184
Query=449,,,185
NC_021306.2,MycobacteriumphageDumbo,5.00E-57,186
Query=479,,,187
NC_008689.1,StaphylococcusphagephiPVL108,2.00E-120,188
Query=480,,,189
NC_011614.1,StaphylococcusphagephiSauS-IPLA88,4.00E-11,190
Query=492,,,191
NC_008689.1,StaphylococcusphagephiPVL108,0,192
Query=500,,,193
NC_007021.1,StaphylococcusphageTwort,2.00E-06,194
Query=503,,,195
NC_009762.3,Staphylococcusphagetp310-2,2.00E-146,196
Query=510,,,197
NC_019401.1,CronobacterphagevB_CsaM_GAP32,8.00E-13,198
Query=514,,,199
NC_025448.1,EnterobacteriaphageRB27,9.00E-12,200
Query=519,,,201
NC_022914.1,StaphylococcusphagephiRS7,2.00E-44,202
Query=520,,,203
NC_002671.1,LactococcusprophagebIL312,2.00E-20,204
Query=521,,,205
NC_007052.1,Staphylococcusphage42e,2.00E-07,206
Query=529,,,207
NC_015290.1,ProchlorococcusphageP-SSM7,2.00E-18,208
Query=537,,,209
NC_025453.1,EnterococcusphageEFC-1,3.00E-23,210
NC_015287.1,SynechococcusphageS-SSM7,9.00E-17,211
NC_021536.1,SynechococcusphageS-IOM18genomicsequence,1.00E-15,212
Query=552,,,213
NC_007051.1,Staphylococcusphage2638A,3.00E-102,214
Query=554,,,215
NC_015253.1,BrochothrixphageA9,3.00E-06,216
Query=555,,,217
NC_023719.1,BacillusphageG,2.00E-27,218
Query=559,,,219
NC_025416.1,StaphylococcusphageMCE-2014,9.00E-06,220
Query=588,,,221
NC_007045.1,StaphylococcusphagePT1028,0,222
Query=591,,,223
NC_019909.1,YersiniaphagephiR1-RT,4.00E-06,224
Query=594,,,225
NC_014457.1,ClostridiumphagephiCTP1,5.00E-10,226
Query=619,,,227
NC_015290.1,ProchlorococcusphageP-SSM7,7.00E-20,228
Query=623,,,229
NC_007045.1,StaphylococcusphagePT1028,4.00E-09,230
Query=626,,,231
NC_011612.1,StaphylococcusphagephiSauS-IPLA35,2.00E-16,232
Query=639,,,233
NC_023719.1,BacillusphageG,2.00E-103,234
Query=641,,,235
NC_021857.1,ShigellaphageSfII,2.00E-35,236
Query=658,,,237
NC_025422.1,CaulobacterphageCr30,2.00E-10,238
Query=672,,,239
NC_008584.1,ThermusphagephiYS40,8.00E-10,240
Query=675,,,241
NC_023587.1,SynechococcusphageS-MbCM7,3.00E-13,242
NC_023587.1,SynechococcusphageS-MbCM7,3.00E-13,243
NC_026928.1,SynechococcusphageACG-2014eisolateSyn7803C2,1.00E-12,244
Query=679,,,245
NC_020486.1,SynechococcusphageS-RIM8A.HR1,2.00E-14,246
NC_023006.1,PseudomonasphagePPpW-3DNA,4.00E-12,247
NC_021530.1,SynechococcusphageS-CAM8strainS-CAM806008BI06,1.00E-11,248
NC_019529.1,VibriophagepVp-1,4.00E-11,249
NC_026924.1,SynechococcusphageACG-2014gisolateSyn7803US105,2.00E-10,250
Query=682,,,251
NC_025447.1,Escherichiaphage121Q,1.00E-08,252
Query=687,,,253
NC_021867.1,Flavobacteriumphage6H,7.00E-103,254
Query=689,,,255
NC_021867.1,Flavobacteriumphage6H,4.00E-70,256
Query=694,,,257
NC_020835.1,ProchlorococcusphageP-SSP10genomicsequence,8.00E-07,258
Query=695,,,259
NC_007052.1,Staphylococcusphage42e,4.00E-08,260
Query=698,,,261
NC_023610.1,ErwiniaphagePhiEaH1,2.00E-06,262
Query=702,,,263
NC_022096.1,PseudomonasphagePaBG,1.00E-11,264
Query=707,,,265
NC_005880.2,StaphylococcusphageK,3.00E-23,266
Query=708,,,267
NC_021798.1,Cellulophagaphagephi17:2,4.00E-09,268
Query=723,,,269
NC_019406.1,CaulobacterphageCcrColossus,3.00E-13,270
Query=741,,,271
NC_011290.1,MycobacteriumphageGumball,7.00E-08,272
Query=751,,,273
NC_016761.1,SalmonellaphageSPN1S,3.00E-17,274
Query=754,,,275
NC_016761.1,SalmonellaphageSPN1S,3.00E-17,276
Query=773,,,277
NC_006883.2,ProchlorococcusphageP-SSM2,1.00E-17,278
NC_006883.2,ProchlorococcusphageP-SSM2,1.00E-17,279
NC_021536.1,SynechococcusphageS-IOM18genomicsequence,9.00E-06,280
Query=776,,,281
NC_019515.1,BacillusphageBCD7,2.00E-08,282
Query=785,,,283
NC_023587.1,SynechococcusphageS-MbCM7,1.00E-21,284
NC_022968.1,Enterobacteriaphage4MG,1.00E-08,285
NC_021536.1,SynechococcusphageS-IOM18genomicsequence,1.00E-08,286
NC_014636.1,AeromonasphagephiAS5,2.00E-07,287
NC_026928.1,SynechococcusphageACG-2014eisolateSyn7803C2,2.00E-07,288
Query=790,,,289
NC_009603.1,MicrobacteriumphageMin1,4.00E-08,290
Query=791,,,291
NC_018860.1,BacillusphageBCP78,1.00E-10,292
Query=793,,,293
NC_016164.1,SynechococcusphageS-CBS1,2.00E-07,294
Query=799,,,295
NC_020486.1,SynechococcusphageS-RIM8A.HR1,0,296
NC_015279.1,SynechococcusphageS-SM2,0,297
NC_021536.1,SynechococcusphageS-IOM18genomicsequence,0,298
NC_015285.1,ProchlorococcusphageSyn33,0,299
NC_026926.1,SynechococcusphageACG-2014jisolateSyn7803US103,0,300
Query=800,,,301
NC_023561.1,EnterobacterphagePG7,2.00E-09,302
NC_015282.1,SynechococcusphageS-SM1,6.00E-09,303
NC_021536.1,SynechococcusphageS-IOM18genomicsequence,8.00E-08,304
NC_027353.1,YersiniaphagephiD1,1.00E-06,305
NC_019401.1,CronobacterphagevB_CsaM_GAP32,1.00E-06,306
Query=807,,,307
NC_021536.1,SynechococcusphageS-IOM18genomicsequence,2.00E-18,308
NC_008296.2,Synechococcusphagesyn9,3.00E-17,309
NC_020851.1,SynechococcusphageS-SKS1genomicsequence,4.00E-15,310
Query=808,,,311
NC_005841.1,EnterobacteriaphageST104DNA,2.00E-10,312
Query=815,,,313
NC_019507.1,CampylobacterphageCP21,3.00E-10,314
NC_015251.1,Aeromonasphage65,2.00E-06,315
NC_020851.1,SynechococcusphageS-SKS1genomicsequence,6.00E-06,316
Query=816,,,317
NC_011273.1,MycobacteriumphageMyrna,4.00E-10,318
Query=818,,,319
NC_020201.1,PectobacteriumphagephiTE,6.00E-08,320
Query=820,,,321
NC_020859.1,SynechococcusphageS-RIM2R1_1999,2.00E-14,322
NC_008296.2,Synechococcusphagesyn9,1.00E-11,323
NC_021536.1,SynechococcusphageS-IOM18genomicsequence,1.00E-11,324
Query=821,,,325
NC_021072.1,CyanophageSyn30genomicsequence83.3,3.00E-13,326
NC_015286.1,SynechococcusphageSyn19,1.00E-12,327
NC_020837.1,SynechococcusphageS-CAM1genomicsequence,4.00E-12,328
NC_006820.1,SynechococcusphageS-PM2,2.00E-09,329
NC_021536.1,SynechococcusphageS-IOM18genomicsequence,2.00E-08,330
Query=822,,,331
NC_016564.1,PlanktothrixphagePaV-LD,1.00E-09,332
Query=824,,,333
NC_011056.1,MycobacteriumphageKostya,3.00E-34,334
Query=825,,,335
NC_020486.1,SynechococcusphageS-RIM8A.HR1,1.00E-19,336
Query=826,,,337
NC_006820.1,SynechococcusphageS-PM2,3.00E-11,338
NC_006820.1,SynechococcusphageS-PM2,3.00E-11,339
NC_020837.1,SynechococcusphageS-CAM1genomicsequence,3.00E-11,340
Query=830,,,341
NC_019929.1,ErwiniaphagephiEaH2,5.00E-14,342
NC_019929.1,ErwiniaphagephiEaH2,5.00E-14,343
NC_020837.1,SynechococcusphageS-CAM1genomicsequence,1.00E-08,344
NC_013085.1,SynechococcusphageS-RSM4,2.00E-07,345
NC_026928.1,SynechococcusphageACG-2014eisolateSyn7803C2,2.00E-07,346
Query=834,,,347
NC_021306.2,MycobacteriumphageDumbo,1.00E-70,348
Query=835,,,349
NC_005135.1,Aeromonasphage44RR2.8t,9.00E-17,350
NC_007022.1,Aeromonasphage31,4.00E-15,351
NC_019406.1,CaulobacterphageCcrColossus,6.00E-06,352
Query=839,,,353
NC_020853.1,LoktanellaphagepCB2051-Agenomicsequence,0,354
Query=844,,,355
NC_004629.1,PseudomonasphagephiKZ,5.00E-13,356
NC_004629.1,PseudomonasphagephiKZ,5.00E-13,357
NC_023503.1,Streptococcusphage20617completeprophagegenome,2.00E-11,358
NC_023561.1,EnterobacterphagePG7,1.00E-08,359
NC_020839.1,RhodobacterphageRC1genomicsequence,1.00E-08,360
Query=847,,,361
NC_024135.1,MycobacteriumphageBernal13,4.00E-19,362
Query=851,,,363
NC_023722.1,RhodococcusphageReqiPine5,2.00E-08,364
Query=856,,,365
NC_021339.1,StreptomycesphageZemlya,1.00E-14,366
Query=857,,,367
NC_010342.1,HalomonasphagephiHAP-1,2.00E-08,368
Query=861,,,369
NC_009993.2,MycobacteriumphageGiles,4.00E-08,370
Query=863,,,371
NC_021306.2,MycobacteriumphageDumbo,9.00E-77,372
Query=864,,,373
NC_021781.2,ListeriaphageLP-125,9.00E-07,374
Query=875,,,375
NC_026589.1,MycobacteriumphageSbash,1.00E-13,376
Query=889,,,377
NC_021304.1,StreptomycesphageSujidade,0,378
Query=920,,,379
NC_023591.1,MycobacteriumphageAdler,2.00E-08,380
Query=928,,,381
NC_004664.2,StreptomycesphagephiBT1,2.00E-12,382
Query=937,,,383
NC_023691.1,MycobacteriumphagePatience,3.00E-14,384
Query=988,,,385
NC_023719.1,BacillusphageG,6.00E-49,386
Query=1004,,,387
NC_023719.1,BacillusphageG,1.00E-06,388
Query=1037,,,389
NC_014321.1,HyperthermophilicArchaealVirus2,9.00E-12,390
Query=1093,,,391
NC_014321.1,HyperthermophilicArchaealVirus2,2.00E-13,392
Query=1114,,,393
NC_020159.1,HalovirusHSTV-2,1.00E-14,394
Query=1127,,,395
NC_016899.1,Thermococcusprieuriivirus1,5.00E-09,396
Query=1160,,,397
NC_020866.1,RhodovulumphageRS1genomicsequence,1.00E-11,398
NC_018860.1,BacillusphageBCP78,5.00E-10,399
NC_009234.1,BurkholderiaphagephiE202chromosome,7.00E-08,400
Query=1177,,,401
NC_009552.2,GeobacillusvirusE2,8.00E-23,402
NC_009552.2,GeobacillusvirusE2,8.00E-23,403
NC_019544.1,Deep-seathermophilicphageD6E,7.00E-17,404
NC_027353.1,YersiniaphagephiD1,1.00E-13,405
NC_019399.1,EnterobacteriaphagevB_EcoM_ACG-C40,1.00E-13,406
Query=1216,,,407
NC_021867.1,Flavobacteriumphage6H,5.00E-09,408
Query=1230,,,409
NC_012663.1,LactococcusphageP087,1.00E-12,410
Query=1231,,,411
NC_004167.1,Bacteriophagephi-105DNA,4.00E-86,412
Query=1250,,,413
NC_026607.2,SalmonellaphageSTP4-a,5.00E-08,414
Query=1262,,,415
NC_010811.2,RalstoniaphageRSL1,2.00E-10,416
Query=1264,,,417
NC_018860.1,BacillusphageBCP78,2.00E-12,418
NC_021320.1,HalovirusHRTV-5,2.00E-06,419
NC_009234.1,BurkholderiaphagephiE202chromosome,2.00E-06,420
Query=1270,,,421
NC_019526.1,EnterobacteriaphagevB_KleM-RaK2,1.00E-16,422
Query=1284,,,423
NC_016762.1,Pseudomonasphagephi297,2.00E-09,424
NC_002484.2,BacteriophageD3,7.00E-09,425
NC_016765.1,PseudomonasphagevB_PaeS_PMG1,7.00E-09,426
NC_019516.1,CyanophageS-TIM5,3.00E-08,427
NC_026928.1,SynechococcusphageACG-2014eisolateSyn7803C2,9.00E-08,428
NC_023587.1,SynechococcusphageS-MbCM7,3.00E-07,429
NC_021530.1,SynechococcusphageS-CAM8strainS-CAM806008BI06,1.00E-06,430
Query=1285,,,431
NC_023571.1,OenococcusphagephiS11,3.00E-14,432
Query=1310,,,433
NC_017984.1,AcinetobacterbacteriophageAP22,1.00E-07,434
Query=1316,,,435
NC_001418.1,PseudomonasphagePf3,5.00E-06,436
Query=1323,,,437
NC_006820.1,SynechococcusphageS-PM2,1.00E-16,438
Query=1352,,,439
NC_023688.1,AeromonasphagePX29,7.00E-16,440
NC_004629.1,PseudomonasphagephiKZ,1.00E-12,441
NC_021536.1,SynechococcusphageS-IOM18genomicsequence,6.00E-11,442
Query=1371,,,443
NC_003309.1,BurkholderiaphagephiE125,1.00E-07,444
Query=1373,,,445
NC_019406.1,CaulobacterphageCcrColossus,1.00E-15,446
Query=1386,,,447
NC_014900.1,SalmonellaphageST160,6.00E-19,448
Query=1388,,,449
NC_020205.1,XanthomonascitriphageCP2DNA,6.00E-08,450
Query=1393,,,451
NC_020079.1,EscherichiaphagephAPEC8,8.00E-12,452
Query=1405,,,453
NC_023717.1,CronobacterphageCR9,9.00E-14,454
Query=1406,,,455
NC_009382.1,RalstoniaphagephiRSA1,0,456
NC_009382.1,RalstoniaphagephiRSA1,0,457
NC_026594.1,PseudomonasphagevB_PaeS_PAO1_Ab18,2.00E-24,458
Query=1408,,,459
NC_007710.1,XanthomonasoryzaephageOP2DNA,4.00E-17,460
Query=1418,,,461
NC_009237.1,BurkholderiaphagephiE255chromosome,3.00E-11,462
Query=1424,,,463
NC_025115.1,RalstoniaphageRSY1DNA,9.00E-21,464
Query=1450,,,465
NC_010392.1,PhageGifsy-1,1.00E-06,466
Query=1459,,,467
NC_021559.1,ProchlorococcusphageP-SSM3genomicsequence,6.00E-99,468
Query=1482,,,469
NC_005260.1,AeromonasphageAeh1,1.00E-06,470
Query=1489,,,471
NC_020486.1,SynechococcusphageS-RIM8A.HR1,3.00E-13,472
NC_020486.1,SynechococcusphageS-RIM8A.HR1,3.00E-13,473
NC_026928.1,SynechococcusphageACG-2014eisolateSyn7803C2,4.00E-12,474
Query=1494,,,475
NC_020486.1,SynechococcusphageS-RIM8A.HR1,4.00E-23,476
NC_019400.1,CronobacterphagevB_CsaM_GAP31,3.00E-12,477
NC_021536.1,SynechococcusphageS-IOM18genomicsequence,1.00E-09,478
Query=1497,,,479
NC_023587.1,SynechococcusphageS-MbCM7,1.00E-17,480
NC_006820.1,SynechococcusphageS-PM2,2.00E-15,481
NC_020837.1,SynechococcusphageS-CAM1genomicsequence,3.00E-12,482
NC_015288.1,ProchlorococcusphageSyn1,1.00E-09,483
NC_026928.1,SynechococcusphageACG-2014eisolateSyn7803C2,1.00E-09,484
Query=1505,,,485
NC_019406.1,CaulobacterphageCcrColossus,5.00E-08,486
NC_015251.1,Aeromonasphage65,2.00E-06,487
NC_020837.1,SynechococcusphageS-CAM1genomicsequence,8.00E-06,488
Query=1518,,,489
NC_019401.1,CronobacterphagevB_CsaM_GAP32,3.00E-06,490
Query=1542,,,491
NC_022096.1,PseudomonasphagePaBG,7.00E-16,492
Query=1546,,,493
NC_025455.1,SynechococcusphageS-CBP2,2.00E-09,494
Query=1567,,,495
NC_021073.1,Vibriophagehenriette12B8,2.00E-178,496
Query=1609,,,497
NC_016899.1,Thermococcusprieuriivirus1,3.00E-15,498
Query=1624,,,499
NC_028268.1,Aeropyrumpernixspindle-shapedvirus1,2.00E-09,500
Query=1643,,,501
NC_001338.1,Sulfolobusvirus1,4.00E-09,502
NC_001338.1,Sulfolobusvirus1,4.00E-09,503
NC_021536.1,SynechococcusphageS-IOM18genomicsequence,2.00E-06,504
Query=1655,,,505
NC_028256.1,Aeropyrumpernixovoidvirus1,2.00E-19,506
Query=1680,,,507
NC_023503.1,Streptococcusphage20617completeprophagegenome,1.00E-51,508
Query=1711,,,509
NC_003444.1,EnterobacteriaphageSfV,7.00E-08,510
Query=1714,,,511
NC_011357.1,Stx2-convertingphage1717,1.00E-30,512
Query=1718,,,513
NC_014792.1,EnterobacteriaphagevB_EcoM-VR7,5.00E-06,514
Query=1728,,,515
NC_028268.1,Aeropyrumpernixspindle-shapedvirus1,2.00E-09,516
Query=1735,,,517
NC_023717.1,CronobacterphageCR9,7.00E-07,518
Query=1736,,,519
NC_025440.1,ListeriaphageWIL-1,3.00E-07,520
Query=1773,,,521
NC_023719.1,BacillusphageG,2.00E-07,522
Query=1858,,,523
NC_020077.1,SulfolobusvirusSTSV2,1.00E-11,524
Query=1880,,,525
NC_016899.1,Thermococcusprieuriivirus1,4.00E-41,526
Query=1887,,,527
NC_009986.1,Sulfolobusspindle-shapedvirus4,6.00E-07,528
Query=1889,,,529
NC_009986.1,Sulfolobusspindle-shapedvirus4,1.00E-12,530
Query=1905,,,531
NC_019408.1,CaulobacterphageCcrRogue,5.00E-09,532
NC_016571.1,PseudomonasphageOBP,2.00E-07,533
NC_028268.1,Aeropyrumpernixspindle-shapedvirus1,8.00E-07,534
Query=1940,,,535
NC_006268.1,SulfolobusvirusSTSV1,3.00E-08,536
Query=1963,,,537
NC_001338.1,Sulfolobusvirus1,2.00E-09,538
Query=1965,,,539
NC_016899.1,Thermococcusprieuriivirus1,2.00E-08,540
Query=1976,,,541
NC_019507.1,CampylobacterphageCP21,4.00E-06,542
Query=1980,,,543
NC_021804.1,Cellulophagaphagephi39:1,7.00E-24,544
Query=2005,,,545
NC_020484.1,PelagibacterphageHTVC008M,1.00E-31,546
Query=2007,,,547
NC_015569.1,SynechococcusphageS-CRM01,5.00E-07,548
Query=2011,,,549
NC_018276.1,CroceibacterphageP2559S,1.00E-11,550
Query=2023,,,551
NC_003157.5,StreptococcuspyogenesstrainNIH1putativemethioni,1.00E-11,552
Query=2032,,,553
NC_028268.1,Aeropyrumpernixspindle-shapedvirus1,4.00E-07,554
Query=2048,,,555
NC_023731.1,MycobacteriumphageTrixie,4.00E-12,556
Query=2049,,,557
NC_019917.1,BurkholderiaphageBcepMigl,9.00E-06,558
Query=2067,,,559
NC_019406.1,CaulobacterphageCcrColossus,2.00E-11,560
Query=2068,,,561
NC_023690.1,MycobacteriumphageCourthouse,9.00E-14,562
Query=2070,,,563
NC_019406.1,CaulobacterphageCcrColossus,2.00E-17,564
Query=2076,,,565
NC_006820.1,SynechococcusphageS-PM2,1.00E-15,566
NC_006820.1,SynechococcusphageS-PM2,1.00E-15,567
NC_020837.1,SynechococcusphageS-CAM1genomicsequence,2.00E-11,568
Query=2077,,,569
NC_009603.1,MicrobacteriumphageMin1,0,570
Query=2079,,,571
NC_011976.1,Salmonellaphageepsilon34,1.00E-12,572
Query=2083,,,573
NC_022915.1,RalstoniaphageRSK1DNA,2.00E-07,574
Query=2084,,,575
NC_015286.1,SynechococcusphageSyn19,1.00E-20,576
NC_015286.1,SynechococcusphageSyn19,1.00E-20,577
NC_020837.1,SynechococcusphageS-CAM1genomicsequence,4.00E-19,578
NC_008296.2,Synechococcusphagesyn9,3.00E-15,579
NC_021536.1,SynechococcusphageS-IOM18genomicsequence,1.00E-14,580
Query=2088,,,581
NC_003387.1,MycobacteriumphageTM4,4.00E-52,582
Query=2127,,,583
NC_015465.1,SynechococcusphageS-CBS3,6.00E-12,584
Query=2128,,,585
NC_010355.1,AzospirillumphageCd,1.00E-15,586
Query=2168,,,587
NC_023697.1,MycobacteriumphageBabsiella,2.00E-35,588
Query=2184,,,589
NC_021347.1,RhodococcusphageE3,9.00E-08,590
Query=2210,,,591
NC_021304.1,StreptomycesphageSujidade,3.00E-06,592
Query=2235,,,593
NC_020486.1,SynechococcusphageS-RIM8A.HR1,6.00E-07,594
NC_015279.1,SynechococcusphageS-SM2,6.00E-07,595
NC_021530.1,SynechococcusphageS-CAM8strainS-CAM806008BI06,2.00E-06,596
Query=2241,,,597
